Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Perttula T.K.","6508386711;","Papers on geophysical investigations of woodland and Caddo sites in the Caddo area of the Southeastern United States",2010,"Southeastern Archaeology","29","2",,"233","235",,2,"10.1179/sea.2010.29.2.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951872389&doi=10.1179%2fsea.2010.29.2.001&partnerID=40&md5=70aead5281498a0d04a8283e889da46a","Geophysical investigations on archaeological sites in the Caddo area of the Southeastern United States have become in recent years a critical part of the investigation of prehistoric and early historic Caddo sites, from small farmsteads and hamlets to large mound centers. The various articles gathered here provide substantive examples of the range of geophysical research that has been undertaken on Woodland and Caddo sites in southwestern Arkansas, eastern Oklahoma, and East Texas, and hoio that research has led to a better understanding of the spatial structure and internal organization of habitation sites and mound centers.",,"archaeology; geographical research; geophysical survey; habitat structure; prehistoric; woodland; Arkansas; Ohio; Oklahoma [United States]; Texas; United States",,Article,"Final",,Scopus,2-s2.0-79951872389
