Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Selden Jr. R.Z., Perttula T.K.","55352809700;6508386711;","Radiocarbon trends and the East Texas Caddo tradition (CA. A.D. 800-1680)",2013,"Southeastern Archaeology","32","1",,"85","96",,1,"10.1179/sea.2013.32.1.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883221547&doi=10.1179%2fsea.2013.32.1.007&partnerID=40&md5=a0278be2a23c8748075767fdb9f7fc73","Through the employment of radiocarbon (14 C) dates as data, we use the date combination process to refine site-specific summed probability distributions for 555 dates from Caddo sites (n = 19) in East Texas with 10 or more 14C dates. Summed probability distributions are then contrasted across river basins and natural regions with the remainder of the East Texas Caddo Radiocarbon Database (n = 338 dates from 132 other Caddo sites), highlighting the temporal and spatial character of Caddo archaeological sites throughout East Texas.",,"archaeological evidence; archaeology; carbon isotope; geochronology; probability; radiocarbon dating; river basin; Texas; United States",,Article,"Final",,Scopus,2-s2.0-84883221547
