Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Perttula T.K., Cast R.L.","6508386711;36090966200;","The term ""Arkansas River Basin Caddoan"" has outlived whatever usefulness it had as a cultural taxonomic term",2011,"Plains Anthropologist","56","220",,"365","367",,1,"10.1179/pan.2011.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864221681&doi=10.1179%2fpan.2011.029&partnerID=40&md5=62d1787d530091d62881eebff03d0cf6","The term ""Arkansas River Basin Caddoan "" has been bandied about in recent years as a cultural taxonomic term for the post-ca. A.D. 800-900 archaeological record in eastern Oklahoma. We find the term to not be useful for archaeological discourse, and view it as an unfortunate effort to erroneously link the separate and distinct cultures of the Caddo and Wichita peoples.","Arkansas River Basin Caddoan; Caddo archaeology; Cultural affiliation",,,Review,"Final",,Scopus,2-s2.0-84864221681
